Product Type,Date of scrap,Product ID,Discount Type,Product Price before discount,Product Price,Product Size,Product Link
Other,2024-01-14,24679,Rabat -30%. Kod: EXTRA30.,119.99,59.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-24679-Gladka-koszula-limonkowa.html
Other,2024-01-14,24681,Rabat -30%. Kod: EXTRA30.,99.99,59.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-24681-Wzorzysta-koszula-z-dekoltem-w-serek-czarna.html
Other,2024-01-14,25100,Rabat -30%. Kod: EXTRA30.,359.99,299.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-25100-Dluga-kurtka-z-kapturem-ciemnobezowa.html
Other,2024-01-14,25101,Rabat -30%. Kod: EXTRA30.,359.99,299.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-25101-Dluga-kurtka-z-kapturem-szmaragdowa.html
Other,2024-01-14,26197,Rabat -30%. Kod: EXTRA30,379.99,279.98,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-26197-Tweedowy-komplet.html
Other,2024-01-14,26196,Rabat -30%. Kod: EXTRA30,209.98,159.98,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-26196-Swetrowy-komplet.html
Sukienka,2024-01-14,25149,Rabat -30%. Kod: EXTRA30.,169.99,79.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-25149-Sukienka-z-rozkloszowanym-dolem.html
Sukienka,2024-01-14,25144,Rabat -30%. Kod: EXTRA30.,129.99,69.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-25144-Sukienka-z-dlugimi-rekawami-i-rozkloszowanym-dolem-czarna.html
Sukienka,2024-01-14,25145,Rabat -30%. Kod: EXTRA30.,129.99,69.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-25145-Sukienka-z-dlugimi-rekawami-i-rozkloszowanym-dolem-ciemnobezowa.html
Spodnie,2024-01-14,25126,Rabat -30%. Kod: EXTRA30.,139.99,99.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-25126-Spodnie-w-kant-czarne.html
Spodnie,2024-01-14,25130,Rabat -30%. Kod: EXTRA30.,129.99,99.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-25130-Spodnie-w-kant-z-kieszeniami-i-szerokimi-nogawkami-czarne.html
Spodnie,2024-01-14,25124,Rabat -30%. Kod: EXTRA30,,159.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-25124-Spodnie-w-kant-z-nogawka-7-8-czarne.html
Spódnica,2024-01-14,25118,Rabat -30%. Kod: EXTRA30.,129.99,79.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-25118-Spodnica-midi-z-imitacji-skory.html
Koszula,2024-01-14,25086,Rabat -30%. Kod: EXTRA30.,119.99,89.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-25086-Koszula-z-dekoltem-w-serek-i-delikatnymi-guzikami-perlowa.html
Koszula,2024-01-14,25076,Rabat -30%. Kod: EXTRA30.,119.99,79.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-25076-Koszula-z-ozdobnymi-guzikami-i-delikatnym-wzorem-czarna.html
Koszula,2024-01-14,25077,Rabat -30%. Kod: EXTRA30.,109.99,69.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-25077-Koszula-w-paski-ciemnobezowa.html
Other,2024-01-14,25057,Rabat -30%. Kod: EXTRA30.,99.99,59.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-25057-Prosta-bluza-z-nadrukiem.html
Sweter,2024-01-14,24989,Rabat -30%. Kod: EXTRA30.,109.99,69.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-24989-Sweter-z-azurowymi-rekawami.html
Sweter,2024-01-14,24990,Rabat -30%. Kod: EXTRA30.,139.99,89.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-24990-Sweter-typu-nietoperz-z-golfem.html
Other,2024-01-14,24973,Rabat -30%. Kod: EXTRA30.,129.99,99.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-24973-Tweedowa-spodnica-z-ozdobnymi-guzikami-czarna.html
Other,2024-01-14,24976,Rabat -30%. Kod: EXTRA30,,129.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-24976-Gladkie-spodnie-z-szerokimi-nogawkami.html
Other,2024-01-14,24968,Rabat -30%. Kod: EXTRA30,,119.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-24968-Trapezowa-spodnica-z-imitacji-skory-czarna.html
Other,2024-01-14,24966,Rabat -30%. Kod: EXTRA30.,119.99,69.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-24966-Dopasowana-dzianinowa-spodniczka-kasztanowa.html
Other,2024-01-14,24959,Rabat -30%. Kod: EXTRA30.,249.99,179.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-24959-Dwurzedowa-marynarka.html
Other,2024-01-14,24923,Rabat -30%. Kod: EXTRA30.,199.99,109.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-24923-Pikowana-kamizelka-z-kapturem-brazowa.html
Jeansy,2024-01-14,24918,Rabat -30%. Kod: EXTRA30.,149.99,79.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-24918-Jeansy-wide-leg-z-wysokim-stanem.html
Jeansy,2024-01-14,24915,Rabat -30%. Kod: EXTRA30.,149.99,89.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-24915-Jeansy-wide-leg-ze-srednim-stanem-granatowe.html
Jeansy,2024-01-14,24840,Rabat -30%. Kod: EXTRA30.,149.99,79.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-24840-Jeansy-skinny-push-up-czarne.html
Other,2024-01-14,24828,Rabat -30%. Kod: EXTRA30.,159.99,69.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-24828-Dlugi-kardigan-malinowy.html
Bluzka,2024-01-14,24701,Rabat -30%. Kod: EXTRA30.,59.99,29.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-24701-Bluzka-z-napisem-i-wiazaniem.html
Other,2024-01-14,24702,Rabat -30%. Kod: EXTRA30.,69.99,54.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-24702-Wzorzysta-bluzka-z-dekoltem-w-serek-lawendowa.html
Other,2024-01-14,24703,Rabat -30%. Kod: EXTRA30.,69.99,49.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-24703-Wzorzysta-bluzka-z-dekoltem-w-serek-perlowa.html
Bluzka,2024-01-14,24700,Rabat -30%. Kod: EXTRA30.,59.99,34.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-24700-Bluzka-z-napisem-i-wiazaniem-czarna.html
Koszula,2024-01-14,24677,Rabat -30%. Kod: EXTRA30.,119.99,59.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-24677-Koszula-z-dlugim-rekawem.html
Other,2024-01-14,24939,Rabat -30%. Kod: EXTRA30.,299.99,219.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-24939-Dlugi-plaszcz-ciemnoniebieska.html
Other,2024-01-14,24940,Rabat -30%. Kod: EXTRA30.,289.99,259.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-24940-Dwurzedowy-plaszcz-w-krate.html
Other,2024-01-14,24941,Rabat -30%. Kod: EXTRA30.,279.99,259.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-24941-Dwurzedowy-plaszcz.html
Koszula,2024-01-14,25080,Rabat -30%. Kod: EXTRA30.,129.99,59.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-25080-Koszula-z-falbanami-i-dlugimi-rekawami-czarna.html
Koszula,2024-01-14,25081,Rabat -30%. Kod: EXTRA30.,129.99,69.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-25081-Koszula-z-kwiatowym-wzorem-czarna.html
Sweter,2024-01-14,24994,Rabat -30%. Kod: EXTRA30.,119.99,59.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-24994-Sweter-ozdobiony-metaliczna-nitka-czarny.html
Sweter,2024-01-14,24995,Rabat -30%. Kod: EXTRA30.,119.99,59.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-24995-Sweter-ozdobiony-metaliczna-nitka.html
Other,2024-01-14,24981,Rabat -30%. Kod: EXTRA30.,199.99,49.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-24981-Tweedowa-sukienka.html
Other,2024-01-14,24967,Rabat -30%. Kod: EXTRA30.,119.99,89.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-24967-Spodniczka-w-pepitke.html
Other,2024-01-14,24938,Rabat -30%. Kod: EXTRA30.,199.99,69.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-24938-Koszulowa-kurtka-w-krate-ciemnobezowa.html
Other,2024-01-14,24927,Rabat -30%. Kod: EXTRA30.,119.99,89.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-24927-Wzorzysta-koszula-z-dekoltem-w-serek-ciemnobezowa.html
Koszula,2024-01-14,24928,Rabat -30%. Kod: EXTRA30.,119.99,79.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-24928-Koszula-z-dekoltem-w-serek-fuksjowa.html
Bluza,2024-01-14,24903,Rabat -30%. Kod: EXTRA30.,99.99,69.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-24903-Bluza-z-rekawami-3-4.html
Other,2024-01-14,24845,Rabat -30%. Kod: EXTRA30.,199.99,89.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-24845-Koszulowa-kurtka-w-krate-i-kieszeniami-kasztanowa.html
Other,2024-01-14,24846,Rabat -30%. Kod: EXTRA30.,249.99,79.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-24846-Dlugi-plaszcz-w-krate.html
Bluzka,2024-01-14,24704,Rabat -30%. Kod: EXTRA30.,79.99,54.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-24704-Bluzka-z-geometrycznym-wzorem.html
Other,2024-01-14,24687,Rabat -30%. Kod: EXTRA30.,99.99,69.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-24687-Wzorzysta-koszula-fuksjowa.html
Płaszcz,2024-01-14,24937,Rabat -30%. Kod: EXTRA30.,299.99,279.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-24937-Plaszcz-z-paskiem.html
Other,2024-01-14,25097,Rabat -30%. Kod: EXTRA30.,249.99,99.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-25097-Dluga-pikowana-kurtka-oliwkowa.html
Other,2024-01-14,24942,Rabat -30%. Kod: EXTRA30.,199.99,119.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-24942-Pikowana-kurtka-ciemnobezowa.html
Other,2024-01-14,24944,Rabat -30%. Kod: EXTRA30.,239.99,219.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-24944-Pikowana-kurtka.html
Other,2024-01-14,24830,Rabat -30%. Kod: EXTRA30.,189.99,119.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-24830-Kamizelka-oversize-z-kapturem.html
Garnitur,2024-01-14,26152,Rabat -30%. Kod: EXTRA30,339.98,219.98,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-26152-Garnitur-damski.html
Other,2024-01-14,26150,Rabat -30%. Kod: EXTRA30,349.98,219.98,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-26150-Elegancki-garnitur.html
Other,2024-01-14,26148,Rabat -30%. Kod: EXTRA30,349.98,229.98,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-26148-Elegancki-garnitur.html
Other,2024-01-14,25187,Rabat -30%. Kod: EXTRA30.,59.99,39.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-25187-Prazkowana-bluzka-z-golfem-granatowa.html
Other,2024-01-14,25185,Rabat -30%. Kod: EXTRA30.,59.99,39.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-25185-Prazkowana-bluzka-z-golfem-brazowa.html
Sweter,2024-01-14,25161,Rabat -30%. Kod: EXTRA30.,119.99,99.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-25161-Sweter-z-azurowym-zdobieniem.html
Sweter,2024-01-14,25162,Rabat -30%. Kod: EXTRA30.,119.99,89.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-25162-Sweter-z-metaliczna-nitka-i-dekoltem-w-serek-czarny.html
Sweter,2024-01-14,25163,Rabat -30%. Kod: EXTRA30.,119.99,99.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-25163-Sweter-z-metaliczna-nitka-i-wiazaniem.html
Sweter,2024-01-14,25164,Rabat -30%. Kod: EXTRA30.,119.99,69.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-25164-Sweter-z-metaliczna-nitka-i-dekoltem-w-serek-brazowy.html
Other,2024-01-14,25148,Rabat -30%. Kod: EXTRA30.,169.99,79.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-25148-Koszulowa-sukienka-brazowa.html
Spodnie,2024-01-14,25127,Rabat -30%. Kod: EXTRA30.,129.99,79.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-25127-Spodnie-w-kant-z-szerokimi-nogawkami-i-srednim-stanem-czarne.html
Spodnie,2024-01-14,25128,Rabat -30%. Kod: EXTRA30.,129.99,69.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-25128-Spodnie-w-kant-z-szerokimi-nogawkami-ciemnobezowe.html
Spódnica,2024-01-14,25117,Rabat -30%. Kod: EXTRA30.,99.99,79.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-25117-Spodnica-z-ozdobnym-paskiem.html
Other,2024-01-14,25115,Rabat -30%. Kod: EXTRA30.,99.99,59.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-25115-Olowkowa-spodnica-w-swetrowy-wzor-czarna.html
Marynarka,2024-01-14,25110,Rabat -30%. Kod: EXTRA30,,189.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-25110-Marynarka-z-rekawami-3-4.html
Other,2024-01-14,25111,Rabat -30%. Kod: EXTRA30.,219.99,149.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-25111-Jednorzedowa-marynarka-czarna.html
Other,2024-01-14,25112,Rabat -30%. Kod: EXTRA30.,219.99,149.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-25112-Jednorzedowa-marynarka-ciemnobezowa.html
Other,2024-01-14,25084,Rabat -30%. Kod: EXTRA30.,129.99,59.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-25084-Taliowana-koszula-z-bufiastymi-rekawami.html
Koszula,2024-01-14,25087,Rabat -30%. Kod: EXTRA30.,129.99,89.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-25087-Koszula-z-wiazanym-dekoltem-i-ozdobnymi-guzikami-perlowa.html
Jeansy,2024-01-14,25066,Rabat -30%. Kod: EXTRA30,,149.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-25066-Jeansy-z-szerokimi-nogawkami.html
Spódnica,2024-01-14,24965,Rabat -30%. Kod: EXTRA30.,99.99,49.99,"['XS', 'S', 'M', 'L', 'XL']",https://moodo.pl/product-pol-24965-Spodnica-z-paskiem.html
Other,2024-01-14,24963,Rabat -30%. Kod: EXTRA30.,89.99,49.99,"['XS', 'S', 'M', 'L', 'XL']",https://moodo.pl/product-pol-24963-Dopasowana-spodniczka-o-dlugosci-przed-kolano-kasztanowa.html
Other,2024-01-14,24960,Rabat -30%. Kod: EXTRA30.,129.99,79.99,"['XS', 'S', 'M', 'L', 'XL']",https://moodo.pl/product-pol-24960-Rozkloszowana-spodnica-midi-kasztanowa.html
Other,2024-01-14,24956,Rabat -30%. Kod: EXTRA30.,189.99,119.99,"['XS', 'S', 'M', 'L', 'XL']",https://moodo.pl/product-pol-24956-Gladka-marynarka-kasztanowa.html
Other,2024-01-14,24958,Rabat -30%. Kod: EXTRA30.,199.99,129.99,"['XS', 'S', 'M', 'L', 'XL']",https://moodo.pl/product-pol-24958-Jednorzedowa-marynarka-z-rekawami-3-4.html
Marynarka,2024-01-14,24955,Rabat -30%. Kod: EXTRA30.,189.99,129.99,"['XS', 'S', 'M', 'L', 'XL']",https://moodo.pl/product-pol-24955-Marynarka-z-marszczonymi-rekawami.html
Other,2024-01-14,24858,Rabat -30%. Kod: EXTRA30.,149.99,89.99,"['XS', 'S', 'M', 'L', 'XL']",https://moodo.pl/product-pol-24858-Dlugi-kardigan-wilokolorowy.html
Jeansy,2024-01-14,24839,Rabat -30%. Kod: EXTRA30,,149.99,"['XS', 'S', 'M', 'L', 'XL']",https://moodo.pl/product-pol-24839-Jeansy-rurki-z-efektem-push-up-granatowe.html
Other,2024-01-14,20784,Rabat -30%. Kod: EXTRA30.,69.99,34.99,"['XS', 'S', 'M', 'L', 'XL']",https://moodo.pl/product-pol-20784-Prazkowana-bluzka-z-guzikami.html
Bluzka,2024-01-14,20782,Rabat -30%. Kod: EXTRA30.,69.99,34.99,"['XS', 'S', 'M', 'L', 'XL']",https://moodo.pl/product-pol-20782-Bluzka-z-guzikami.html
Bluzka,2024-01-14,20714,Rabat -30%. Kod: EXTRA30.,79.99,49.99,"['XS', 'S', 'M', 'L', 'XL']",https://moodo.pl/product-pol-20714-Bluzka-z-polgolfem-i-guzikami-na-rekawach-czarna.html
Other,2024-01-14,20712,Rabat -30%. Kod: EXTRA30.,89.99,59.99,"['XS', 'S', 'M', 'L', 'XL']",https://moodo.pl/product-pol-20712-Prazkowana-bluzka-z-bufiastymi-rekawami-i-polgolfem-czarna.html
Bluzka,2024-01-14,20713,Rabat -30%. Kod: EXTRA30.,89.99,59.99,"['XS', 'S', 'M', 'L', 'XL']",https://moodo.pl/product-pol-20713-Bluzka-z-bufiastymi-rekawami-perlowa.html
Other,2024-01-14,25070,Rabat -30%. Kod: EXTRA30.,199.99,99.99,"['XS', 'S', 'M', 'L', 'XL']",https://moodo.pl/product-pol-25070-Pikowana-kamizelka-z-kapturem-ciemnobezowa.html
Other,2024-01-14,25068,Rabat -30%. Kod: EXTRA30.,209.99,139.99,"['XS', 'S', 'M', 'L', 'XL']",https://moodo.pl/product-pol-25068-Pikowana-kamizelka-z-kapturem-zapinana-na-zamek-czarna.html
Other,2024-01-14,25069,Rabat -30%. Kod: EXTRA30.,209.99,139.99,"['XS', 'S', 'M', 'L', 'XL']",https://moodo.pl/product-pol-25069-Pikowana-kamizelka-z-kapturem-oliwkowa.html
Other,2024-01-14,24924,Rabat -30%. Kod: EXTRA30.,179.99,49.99,"['XS', 'S', 'M', 'L', 'XL']",https://moodo.pl/product-pol-24924-Pikowana-kamizelka-z-paskiem.html
Other,2024-01-14,24922,Rabat -30%. Kod: EXTRA30.,229.99,149.99,"['XS', 'S', 'M', 'L', 'XL']",https://moodo.pl/product-pol-24922-Dluga-kamizelka-z-kapturem.html
Other,2024-01-14,26155,Rabat -30%. Kod: EXTRA30,229.98,139.98,"['XS', 'S', 'M', 'L', 'XL']",https://moodo.pl/product-pol-26155-Dwuczesciowy-komplet-damski.html
Other,2024-01-14,26110,Rabat -30%. Kod: EXTRA30,369.98,249.98,"['XS', 'S', 'M', 'L', 'XL']",https://moodo.pl/product-pol-26110-Tweedowy-komplet.html
Garnitur,2024-01-14,26109,Rabat -30%. Kod: EXTRA30,289.98,229.98,"['XS', 'S', 'M', 'L', 'XL']",https://moodo.pl/product-pol-26109-Garnitur-w-krate.html
Bluzka,2024-01-14,25188,Rabat -30%. Kod: EXTRA30.,49.99,34.99,"['XS', 'S', 'M', 'L', 'XL']",https://moodo.pl/product-pol-25188-Bluzka-z-koronka-na-rekawach-czarna.html
Bluzka,2024-01-14,25189,Rabat -30%. Kod: EXTRA30.,49.99,29.99,"['XS', 'S', 'M', 'L', 'XL']",https://moodo.pl/product-pol-25189-Bluzka-z-koronka-na-rekawach.html
Sukienka,2024-01-14,25142,Rabat -30%. Kod: EXTRA30.,199.99,109.99,"['XS', 'S', 'M', 'L', 'XL']",https://moodo.pl/product-pol-25142-Sukienka-midi-z-paskiem.html
Spodnie,2024-01-14,25120,Rabat -30%. Kod: EXTRA30.,129.99,99.99,"['XS', 'S', 'M', 'L', 'XL']",https://moodo.pl/product-pol-25120-Spodnie-w-krate-czarne.html
Marynarka,2024-01-14,25108,Rabat -30%. Kod: EXTRA30.,159.99,129.99,"['XS', 'S', 'M', 'L', 'XL']",https://moodo.pl/product-pol-25108-Marynarka-w-krate-z-podwijanymi-rekawami.html
Koszula,2024-01-14,25075,Rabat -30%. Kod: EXTRA30.,119.99,69.99,"['XS', 'S', 'M', 'L', 'XL']",https://moodo.pl/product-pol-25075-Koszula-z-ozdobnymi-guzikami-na-dekolcie-i-rekawach-biala.html
Other,2024-01-14,25074,Rabat -30%. Kod: EXTRA30.,99.99,69.99,"['XS', 'S', 'M', 'L', 'XL']",https://moodo.pl/product-pol-25074-Wzorzysta-koszula-z-dekoltem-w-serek-blekitna.html
Bluzka,2024-01-14,25021,Rabat -30%. Kod: EXTRA30.,59.99,44.99,"['XS', 'S', 'M', 'L', 'XL']",https://moodo.pl/product-pol-25021-Bluzka-z-nadrukiem-ciemnobezowa.html
Sweter,2024-01-14,25001,Rabat -30%. Kod: EXTRA30.,129.99,99.99,"['XS', 'S', 'M', 'L', 'XL']",https://moodo.pl/product-pol-25001-Sweter-z-geometrycznym-wzorem.html
Sweter,2024-01-14,25002,Rabat -30%. Kod: EXTRA30.,129.99,79.99,"['XS', 'S', 'M', 'L', 'XL']",https://moodo.pl/product-pol-25002-Sweter-z-dekoltem-w-serek-limonkowy.html
Spodnie,2024-01-14,24977,Rabat -30%. Kod: EXTRA30.,139.99,89.99,"['XS', 'S', 'M', 'L', 'XL']",https://moodo.pl/product-pol-24977-Spodnie-w-kant-brazowe.html
Other,2024-01-14,24964,Rabat -30%. Kod: EXTRA30.,129.99,79.99,"['XS', 'S', 'M', 'L', 'XL']",https://moodo.pl/product-pol-24964-Tweedowa-spodnica.html
Other,2024-01-14,24954,Rabat -30%. Kod: EXTRA30.,239.99,169.99,"['XS', 'S', 'M', 'L', 'XL']",https://moodo.pl/product-pol-24954-Tweedowa-marynarka-fuksjowa.html
Bluza,2024-01-14,24910,Rabat -30%. Kod: EXTRA30.,139.99,79.99,"['XS', 'S', 'M', 'L', 'XL']",https://moodo.pl/product-pol-24910-Bluza-z-kapturem-i-zamkiem-na-dekolcie-perlowa.html
Bluza,2024-01-14,24896,Rabat -30%. Kod: EXTRA30.,139.99,89.99,"['XS', 'S', 'M', 'L', 'XL']",https://moodo.pl/product-pol-24896-Bluza-z-ozdobnymi-guzikami-brazowa.html
Bluza,2024-01-14,24898,Rabat -30%. Kod: EXTRA30.,139.99,79.99,"['XS', 'S', 'M', 'L', 'XL']",https://moodo.pl/product-pol-24898-Bluza-z-kapturem-czarna.html
Other,2024-01-14,24882,Rabat -30%. Kod: EXTRA30.,129.99,79.99,"['XS', 'S', 'M', 'L', 'XL']",https://moodo.pl/product-pol-24882-Dlugi-kardigan-z-kieszeniami-czarny.html
Other,2024-01-14,24883,Rabat -30%. Kod: EXTRA30.,139.99,59.99,"['XS', 'S', 'M', 'L', 'XL']",https://moodo.pl/product-pol-24883-Dlugi-kardigan-z-kieszeniami-piaskowy.html
Jeansy,2024-01-14,24841,Rabat -30%. Kod: EXTRA30.,159.99,99.99,"['XS', 'S', 'M', 'L', 'XL']",https://moodo.pl/product-pol-24841-Jeansy-skinny-czarne.html
Jeansy,2024-01-14,24842,Rabat -30%. Kod: EXTRA30,,159.99,"['XS', 'S', 'M', 'L', 'XL']",https://moodo.pl/product-pol-24842-Jeansy-rurki-granatowe.html
Other,2024-01-14,24715,Rabat -30%. Kod: EXTRA30,,34.99,"['XS', 'S', 'M', 'L', 'XL']",https://moodo.pl/product-pol-24715-3-pack-skarpetek-w-paski-i-kropki.html
Other,2024-01-14,24714,Rabat -30%. Kod: EXTRA30,,34.99,"['XS', 'S', 'M', 'L', 'XL']",https://moodo.pl/product-pol-24714-3-pack-skarpetek-w-trzech-kolorach.html
Other,2024-01-14,24710,Rabat -30%. Kod: EXTRA30.,34.99,24.99,"['XS', 'S', 'M', 'L', 'XL']",https://moodo.pl/product-pol-24710-2-pack-skarpet-w-paski.html
Other,2024-01-14,24711,Rabat -30%. Kod: EXTRA30,,34.99,"['XS', 'S', 'M', 'L', 'XL']",https://moodo.pl/product-pol-24711-3-pack-skarpetek-w-trzech-kolorach.html
Other,2024-01-14,24712,Rabat -30%. Kod: EXTRA30,,34.99,"['XS', 'S', 'M', 'L', 'XL']",https://moodo.pl/product-pol-24712-3-pack-bawelnianych-skarpetek.html
Other,2024-01-14,24713,Rabat -30%. Kod: EXTRA30,,34.99,"['XS', 'S', 'M', 'L', 'XL']",https://moodo.pl/product-pol-24713-3-pack-skarpetek-z-metaliczna-nitka.html
Other,2024-01-14,24705,Rabat -30%. Kod: EXTRA30,,34.99,"['XS', 'S', 'M', 'L', 'XL']",https://moodo.pl/product-pol-24705-2-pack-bawelnianych-skarpet.html
Other,2024-01-14,24706,Rabat -30%. Kod: EXTRA30,,34.99,"['XS', 'S', 'M', 'L', 'XL']",https://moodo.pl/product-pol-24706-2-pack-skarpet-z-metaliczna-nitka.html
Other,2024-01-14,24707,Rabat -30%. Kod: EXTRA30,,34.99,"['XS', 'S', 'M', 'L', 'XL']",https://moodo.pl/product-pol-24707-2-pack-skarpet-w-kropki.html
Other,2024-01-14,24708,Rabat -30%. Kod: EXTRA30,,34.99,"['XS', 'S', 'M', 'L', 'XL']",https://moodo.pl/product-pol-24708-2-pack-skarpet-w-dwoch-kolorach.html
